epoch	lr	loss_train	loss_test	err_test	
71	0.00010	0.05506	0.02513	0.02694	
72	0.00009	0.05501	0.02722	0.02846	
73	0.00009	0.05496	0.02640	0.02796	
74	0.00009	0.05495	0.02518	0.02724	
75	0.00008	0.05489	0.02589	0.02738	
76	0.00008	0.05488	0.02607	0.02763	
77	0.00008	0.05484	0.02545	0.02710	
78	0.00008	0.05482	0.02550	0.02723	
79	0.00007	0.05474	0.02551	0.02732	
80	0.00007	0.05475	0.02654	0.02824	
81	0.00007	0.05470	0.02566	0.02741	
82	0.00007	0.05466	0.02442	0.02652	
83	0.00006	0.05467	0.02571	0.02737	
84	0.00006	0.05464	0.02555	0.02716	
85	0.00006	0.05460	0.02558	0.02728	
86	0.00006	0.05460	0.02658	0.02814	
87	0.00006	0.05454	0.02548	0.02720	
88	0.00006	0.05454	0.02566	0.02762	
89	0.00005	0.05452	0.02639	0.02787	
90	0.00005	0.05449	0.02470	0.02657	
91	0.00005	0.05449	0.02537	0.02709	
92	0.00005	0.05444	0.02477	0.02669	
93	0.00005	0.05443	0.02438	0.02649	
94	0.00004	0.05442	0.02490	0.02692	
95	0.00004	0.05441	0.02605	0.02781	
96	0.00004	0.05437	0.02474	0.02684	
97	0.00004	0.05440	0.02608	0.02784	
98	0.00004	0.05433	0.02583	0.02745	
99	0.00004	0.05433	0.02514	0.02711	
100	0.00004	0.05429	0.02573	0.02756	
101	0.00004	0.05431	0.02545	0.02716	
102	0.00003	0.05429	0.02516	0.02715	
103	0.00003	0.05429	0.02406	0.02635	
104	0.00003	0.05423	0.02546	0.02735	
105	0.00003	0.05422	0.02483	0.02690	
106	0.00003	0.05421	0.02568	0.02744	
107	0.00003	0.05423	0.02445	0.02644	
108	0.00003	0.05422	0.02491	0.02687	
109	0.00003	0.05421	0.02403	0.02620	
110	0.00003	0.05420	0.02633	0.02790	
111	0.00003	0.05416	0.02452	0.02655	
112	0.00002	0.05416	0.02595	0.02752	
113	0.00002	0.05414	0.02624	0.02806	
114	0.00002	0.05413	0.02564	0.02737	
115	0.00002	0.05412	0.02623	0.02796	
116	0.00002	0.05415	0.02619	0.02775	
117	0.00002	0.05409	0.02614	0.02750	
118	0.00002	0.05410	0.02566	0.02759	
119	0.00002	0.05411	0.02436	0.02646	
120	0.00002	0.05410	0.02606	0.02749	
121	0.00002	0.05408	0.02567	0.02745	
122	0.00002	0.05410	0.02570	0.02738	
123	0.00002	0.05405	0.02499	0.02699	
124	0.00002	0.05407	0.02499	0.02689	
125	0.00002	0.05404	0.02579	0.02742	
126	0.00002	0.05407	0.02530	0.02729	
127	0.00001	0.05404	0.02556	0.02744	
128	0.00001	0.05403	0.02484	0.02696	
129	0.00001	0.05406	0.02472	0.02671	
130	0.00001	0.05404	0.02690	0.02824	
131	0.00001	0.05402	0.02632	0.02798	
132	0.00001	0.05402	0.02518	0.02713	
133	0.00001	0.05404	0.02529	0.02719	
134	0.00001	0.05401	0.02598	0.02761	
135	0.00001	0.05404	0.02503	0.02706	
136	0.00001	0.05400	0.02608	0.02782	
137	0.00001	0.05401	0.02467	0.02672	
138	0.00001	0.05401	0.02652	0.02807	
139	0.00001	0.05400	0.02617	0.02738	
140	0.00001	0.05398	0.02548	0.02735	
141	0.00001	0.05398	0.02505	0.02706	
142	0.00001	0.05397	0.02538	0.02740	
143	0.00001	0.05397	0.02553	0.02716	
144	0.00001	0.05397	0.02650	0.02818	
145	0.00001	0.05395	0.02463	0.02662	
146	0.00001	0.05394	0.02478	0.02671	
147	0.00001	0.05396	0.02456	0.02665	
148	0.00001	0.05396	0.02569	0.02730	
149	0.00001	0.05396	0.02560	0.02742	
150	0.00001	0.05393	0.02559	0.02753	
151	0.00001	0.05398	0.02608	0.02770	
152	0.00001	0.05394	0.02639	0.02802	
153	0.00001	0.05396	0.02525	0.02699	
154	0.00001	0.05394	0.02612	0.02770	
155	0.00001	0.05395	0.02486	0.02655	
156	0.00001	0.05391	0.02532	0.02708	
157	0.00001	0.05396	0.02449	0.02656	
158	0.00001	0.05391	0.02498	0.02687	
159	0.00001	0.05393	0.02508	0.02706	
160	0.00000	0.05392	0.02486	0.02692	
161	0.00000	0.05394	0.02570	0.02753	
162	0.00000	0.05393	0.02510	0.02699	
163	0.00000	0.05391	0.02550	0.02724	
164	0.00000	0.05396	0.02541	0.02737	
165	0.00000	0.05396	0.02566	0.02755	
166	0.00000	0.05391	0.02629	0.02795	
167	0.00000	0.05391	0.02599	0.02756	
168	0.00000	0.05393	0.02653	0.02793	
169	0.00000	0.05393	0.02543	0.02728	
170	0.00000	0.05389	0.02494	0.02677	
171	0.00000	0.05388	0.02472	0.02678	
172	0.00000	0.05390	0.02651	0.02807	
173	0.00000	0.05391	0.02482	0.02660	
174	0.00000	0.05395	0.02628	0.02789	
175	0.00000	0.05389	0.02520	0.02712	
176	0.00000	0.05392	0.02492	0.02682	
177	0.00000	0.05390	0.02510	0.02725	
178	0.00000	0.05390	0.02631	0.02768	
179	0.00000	0.05393	0.02486	0.02691	
180	0.00000	0.05389	0.02616	0.02761	
181	0.00000	0.05389	0.02468	0.02671	
182	0.00000	0.05390	0.02461	0.02682	
183	0.00000	0.05388	0.02476	0.02684	
184	0.00000	0.05389	0.02480	0.02668	
185	0.00000	0.05386	0.02513	0.02696	
186	0.00000	0.05389	0.02592	0.02733	
187	0.00000	0.05388	0.02731	0.02852	
188	0.00000	0.05390	0.02722	0.02889	
189	0.00000	0.05390	0.02580	0.02744	
190	0.00000	0.05391	0.02422	0.02631	
191	0.00000	0.05389	0.02603	0.02791	
192	0.00000	0.05389	0.02546	0.02725	
193	0.00000	0.05391	0.02497	0.02700	
194	0.00000	0.05391	0.02432	0.02650	
195	0.00000	0.05389	0.02467	0.02689	
196	0.00000	0.05389	0.02506	0.02689	
197	0.00000	0.05388	0.02489	0.02673	
198	0.00000	0.05387	0.02663	0.02822	
199	0.00000	0.05387	0.02665	0.02806	
200	0.00000	0.05387	0.02551	0.02723	
